# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/ellal/genome_analysis/analyses/05_annotation/braker/braker_cleaned.gtf" "-o" "/home/ellal/genome_analysis/analyses/06_expression/read_counts.txt" "/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Control_1.sorted.bam" "/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Treated_1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Control_1.sorted.bam	/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Treated_1.sorted.bam
g540	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	143267;143688;144027;146193;146437;146620;146912;147310;147604;148516;148809;149115;149304;150664;151251;151579;151951;152330;152531;152824;153273;153681;153978;154137	143502;143746;145387;146316;146473;146647;147064;147412;147609;148732;148965;149180;149372;150699;151316;151647;152028;152408;152625;152908;153484;153799;154050;154253	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3645	1662	2739
g541	tig00000007_pilon	164467	164730	-	264	0	0
g542	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	165275;165275;165275;165386;165386;165386;166509;166509;166509;166788;166788;166788;166872;166872;166872;166982;166982;166982;167288;167288;167288;168927;169241;169241;169241;169496;169496;169496;169904;169904;169904;170129;170129;170129;170444;170444;170444;170752;170752;170752;171028;171028;171028;171351;171351;171351;171711;171711;171711;171947;171947;171947;172178;172178;172178;172571;172571;172571;172667;172861;172861;172861;173106	165294;165294;165294;165717;165717;165717;166565;166565;166565;166825;166825;166825;166906;166906;166906;167159;167159;167159;168793;169054;169054;168944;169324;169324;169324;169585;169585;169585;170011;170011;170011;170188;170188;170188;170506;170506;170506;170847;170847;170847;171192;171192;171192;171524;171524;171524;171776;171776;171776;172045;172045;172045;172324;172324;172324;172651;172579;172651;172706;172875;172921;172875;173196	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3852	1488	1811
g543	tig00000007_pilon	175980	176384	+	405	0	0
g544	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	176986;179445;179868	178628;179462;180114	+;+;+	1908	56	27
g545	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	182551;182724;183180;183606;184076	182655;182839;183466;184001;184473	-;-;-;-;-	1302	1017	1731
g546	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	184740;184740;185741;185741;187484;187757	184764;184764;187473;187419;187540;187891	-;-;-;-;-;-	1950	3781	3732
g547	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	187527;187997;188496;188694	187540;188392;188560;189049	-;-;-;-	831	38	19
g548	tig00000007_pilon	188008	188313	+	306	0	0
g549	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	193904;194132;195578;195671;195695;195966;195966;196519;196950	194038;194161;195583;195778;195778;196187;196220;196629;196997	+;+;+;+;+;+;+;+;+	693	463	540
g550	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	202049;202332;202659;202901;204348	202236;202546;202723;204217;204527	+;+;+;+;+	1965	3	0
g551	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	210701;210701;211422;211422;211682;211682;212013;212564;212564;212779;212779;213284;213284;214141;214141;214795;214795;214891;214891;215092;215092;215237;215237;215902;215902;217032;217032;217264;217264	211060;211060;211495;211495;211728;211728;212069;212664;212664;212868;212868;214081;214081;214330;214330;214824;214824;214988;214988;215155;215155;215264;215264;216309;216309;217172;217172;217312;217312	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2535	5128	2708
g552	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	220022;220139;220729;220913;222248	220045;220526;220819;221211;222516	+;+;+;+;+	1071	3	14
g553	tig00000007_pilon	226604	227077	+	474	22	3
g554	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	228982;229629;229977	229002;229717;230133	+;+;+	267	28	59
g555	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	234026;234026;234600;234600;235179;235179;235376;236079	234493;234493;235030;235030;235290;235261;235387;236563	-;-;-;-;-;-;-;-	1508	837	1367
g556	tig00000007_pilon	249923	250243	+	321	0	0
g557	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	251631;251856;252119;252673;253185	251737;251895;252197;252773;253421	-;-;-;-;-	564	134	232
g558	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	254174;254724;255105	254634;254969;255531	+;+;+	1134	10	49
g559	tig00000007_pilon	257953	258669	-	717	0	0
g560	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	257953;259106;259576	258842;259139;259629	-;-;-	978	0	1
g561	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	260306;260586;261727;262863;263723	260463;260670;261880;262984;263851	-;-;-;-;-	648	0	0
g562	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	265239;265239;266054;266346;266346;267414;268320;269799;273752	265691;265691;266182;267045;267272;267737;268401;269935;273807	-;-;-;-;-;-;-;-;-	2108	1773	401
g563	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	273906;274551;274862;276052;276585;276920	274370;274679;275800;276393;276654;276978	-;-;-;-;-;-	2004	560	1357
g564	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	277267;277685;278030;278367;278842;279088;279966	277537;277882;278141;278587;278987;279142;280045	-;-;-;-;-;-;-	1083	131	652
g565	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	280343;280716;281537;281855	280452;280789;281764;282264	-;-;-;-	822	17	1108
g566	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	285236;285533;285788;286047;286290;286679;287085;287430;287487	285304;285638;285876;286175;286399;286931;287156;287443;287679	-;-;-;-;-;-;-;-;-	1035	1131	1385
g567	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	287853;288241;289010;289199;290648;290725;290903	288008;288305;289067;290110;290668;290835;291076	-;-;-;-;-;-;-	1497	569	1331
g568	tig00000007_pilon	292250	292534	-	285	43	52
g569	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	292798;292972;293333;293785;294323;294653;295057;295610;295944	292824;293072;293410;293856;294420;294894;295394;295773;295984	+;+;+;+;+;+;+;+;+	1161	1131	1812
g570	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	298891;299545;300132	299259;299793;300242	+;+;+	729	11	25
g571	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	300319;300563;300956;301467;301904;302270;302589;302916;303243;303503	300465;300571;301381;301679;302112;302430;302660;303022;303336;303555	+;+;+;+;+;+;+;+;+;+	1491	3670	408
g572	tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon;tig00000007_pilon	304022;304890;305376;305488;305595;306085	304108;305051;305437;305542;305942;306297	+;+;+;+;+;+	927	169	104
g573	tig00000008_pilon;tig00000008_pilon	5205;6340	5452;6373	-;-	282	0	0
g574	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	11951;12297;13006;13620;13838;15169;15383;15860	12075;12437;13129;13723;13929;15284;15735;15956	+;+;+;+;+;+;+;+	1152	0	0
g575	tig00000008_pilon	18225	18518	-	294	0	0
g576	tig00000008_pilon;tig00000008_pilon	18815;19166	19033;19435	+;+	489	0	0
g577	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	21226;21592;21741;23628;24312;24528;25086;25743;26053;26410;27071;29288	21270;21683;23386;24199;24423;24850;25431;25798;26117;26512;29206;30445	-;-;-;-;-;-;-;-;-;-;-;-	6654	7051	6614
g578	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	30503;30806;31496;31786;32262;32652;33608;33975;34519;34890;35097;35439;36095;36363;37326;37718;37968	30543;31067;31558;31857;32309;33247;33743;34203;34607;34970;35204;35546;36306;37249;37675;37894;38411	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3903	2045	1615
g579	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	45261;45261;45398;45398;46195;46195;46528;46528;47343;47343;47997;47997;48226;48226;48565;48565;48935;48935;49198;49198;49747;49747;49935;49935;50482;50486;50617;51011;51695;51779	45323;45323;45568;45568;46387;46387;47153;47153;47768;47768;48100;48100;48413;48413;48634;48634;49046;49046;49382;49382;49890;49890;50163;50163;50520;50572;50707;51067;51703;51969	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2950	3481	3729
g580	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	53758;54606;54914;55351;55541;55845;56186;57591;57849;58559;59116;59280;59392	54461;54697;55057;55397;55599;56005;56367;57662;57908;58823;59156;59300;59493	-;-;-;-;-;-;-;-;-;-;-;-;-	1950	2183	1129
g581	tig00000008_pilon;tig00000008_pilon	59596;60299	59788;60453	+;+	348	17	24
g582	tig00000008_pilon;tig00000008_pilon	65439;66175	65620;66307	-;-	315	1	1
g583	tig00000008_pilon	72161	72520	+	360	0	0
g584	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	72600;73109;73420;73724;74320;74497;74912;75221;76008;76351	72805;73294;73504;73819;74379;74538;75046;75304;76143;76478	+;+;+;+;+;+;+;+;+;+	1158	17	37
g585	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	77407;77407;77809;77809;78374;78374;80274;80434	77702;77702;78141;78141;79943;79952;80334;80453	-;-;-;-;-;-;-;-	2289	177	432
g586	tig00000008_pilon	80730	81173	+	444	2	30
g587	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	82801;82982;82998;83455;83455;84155;84155;84670;84670	82837;83053;83053;84021;84021;84479;84479;85043;84902	-;-;-;-;-;-;-;-;-	1375	856	1091
g588	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	85040;85224;86358	85048;85355;86420	-;-;-	204	40	87
g589	tig00000008_pilon;tig00000008_pilon	86505;86785	86593;86944	+;+	249	12	7
g590	tig00000008_pilon	92737	93642	+	906	102	67
g591	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	94032;94080;94910;94910;95302;95302;95688;95688;96029;96029;96285;96285;96528;96528;96798;96798	94664;94664;95151;95151;95398;95398;95871;95871;96110;96110;96405;96405;96611;96611;96854;96854	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1500	1839	1185
g592	tig00000008_pilon;tig00000008_pilon	97049;98448	98399;98926	-;-	1830	32	1702
g593	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	100491;100799;100923	100691;100837;101006	-;-;-	324	72	26
g594	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	103888;104016;104376;104693	103914;104311;104586;105073	+;+;+;+	915	28	73
g595	tig00000008_pilon	107196	107426	+	231	0	81
g596	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	108367;108898;109203;110239	108716;109060;109298;110505	-;-;-;-	876	6524	7794
g597	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	110595;110788;113465;113854	110738;110886;113693;113933	+;+;+;+	552	46	49
g598	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	114029;114029;114029;114545;114545;114545;114768;114768;114768;115036;115036;115036;115374;115374;115374;115646;115646;115646;115843;116045;116045;116045;116254;116341;116341;116578;116578;116578;116800;116800;116800;117018;117018;117018;117249;117249;117249;117646;117646;117646;117993;117993;117993	114070;114070;114070;114598;114598;114598;114827;114827;114827;115167;115167;115167;115508;115508;115508;115744;115744;115744;115938;116134;116134;116134;116408;116408;116408;116698;116698;116698;116895;116895;116895;117123;117123;117123;117445;117445;117445;117786;117786;117786;118088;118088;118088	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1620	637	378
g599	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	127666;128329;128498;128844;129321;129896;130273;130554	127673;128391;128651;129207;129731;129905;130353;130872	-;-;-;-;-;-;-;-	1410	1020	1257
g600	tig00000008_pilon	131592	131924	+	333	32	31
g601	tig00000008_pilon	136612	137013	+	402	0	0
g602	tig00000008_pilon	137631	138068	-	438	41	66
g603	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	138148;138352;138881;138881;139344;139344;139737;139737;140431;140431;140986;141433	138424;138424;139122;139122;139478;139478;140201;140201;140946;140942;141016;141474	+;+;+;+;+;+;+;+;+;+;+;+	1708	2514	7425
g604	tig00000008_pilon;tig00000008_pilon	141576;141779	141713;142006	-;-	366	2	159
g605	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	143858;144290;144613	143934;144383;144744	+;+;+	303	0	1
g606	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	144766;146861;147502;147807;148024;148230;148562;148739;149132;149497	146744;147378;147695;147890;148110;148350;148636;149020;149159;149710	+;+;+;+;+;+;+;+;+;+	3582	107	110
g607	tig00000008_pilon	150692	150964	+	273	0	10
g608	tig00000008_pilon;tig00000008_pilon	153265;153982	153877;154265	-;-	897	543	639
g609	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	154945;155311;155656;155876;156261;156613;157041;157281;157563;157943;158157;159169;160170;160463;161042;161811;162251	155025;155532;155751;155961;156389;156736;157137;157393;157711;158054;158309;159874;160294;160930;161680;161991;162399	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3630	1617	891
g610	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	162793;163076;163449;163461;163461;163461;164425;164425;164425;164435;164614;164614;164614;164614;164801;164801;164801;164801;165097;165318;165318;165318;165318;165548;165548;165548;165548	162863;163205;164144;164144;164144;164144;164522;164522;164522;164451;164662;164662;164662;164662;164971;164971;164971;164971;165180;165389;165389;165389;165389;165577;165577;165577;165577	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1401	1263	496
g611	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	166396;167459;167940;168472;168625;168963;169178	167001;167705;168198;168501;168793;169007;169327	-;-;-;-;-;-;-	1506	393	237
g612	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	169833;169950;170190	169896;170019;170271	+;+;+	216	67	128
g613	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	170302;171204;171495;172082;172279;173264	170397;171305;171639;172167;172480;173274	+;+;+;+;+;+	642	267	496
g614	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	174102;174275;174839;175075;175416;175795;176031;176500;176629;177409;177784	174104;174618;174910;175181;175556;175835;176155;176521;176679;177461;177997	-;-;-;-;-;-;-;-;-;-;-	1173	636	172
g615	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	178332;178332;179356;179356;179805;179805;180480;180969	179075;179075;179521;179521;180259;180146;180591;181113	+;+;+;+;+;+;+;+	1622	691	126
g616	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	182301;183895;184120	183646;183913;184242	-;-;-	1488	139	62
g617	tig00000008_pilon	184608	184892	+	285	4	0
g618	tig00000008_pilon;tig00000008_pilon;tig00000008_pilon;tig00000008_pilon	187094;187519;187779;188990	187421;187612;188048;188993	-;-;-;-	696	306	578
